Date,Open,High,Low,Close,Volume
3/3/2023 0:00,1648.04,1648.7,1647.8,1648.05,399.9737495
3/3/2023 0:01,1648.12,1648.63,1648.01,1648.5,63.97830506
3/3/2023 0:02,1648.5,1649.1,1648.26,1648.94,116.1576553
3/3/2023 0:03,1648.98,1649.28,1647.9,1647.91,425.7321387
3/3/2023 0:04,1647.91,1648.4,1647.81,1648.1,48.10738666
3/3/2023 0:05,1648.03,1648.6,1648,1648.3,58.73507703
3/3/2023 0:06,1648.32,1648.59,1647.24,1647.24,49.7404263
3/3/2023 0:07,1647.24,1647.9,1646.49,1647.86,98.59337949
3/3/2023 0:08,1647.85,1648.2,1646.45,1647.44,88.06441808
3/3/2023 0:09,1647.39,1647.6,1646.92,1646.94,83.64016993
3/3/2023 0:10,1646.92,1647.72,1646.74,1647.6,44.05035601
3/3/2023 0:11,1647.61,1647.76,1646.5,1646.66,55.73162931
3/3/2023 0:12,1646.67,1647.4,1645.77,1646,64.37156216
3/3/2023 0:13,1645.83,1647.2,1644.95,1645.1,54.64745266
3/3/2023 0:14,1645.19,1646.4,1644.74,1645.14,52.37542698
3/3/2023 0:15,1645.13,1646.2,1644.74,1644.88,60.34470757
3/3/2023 0:16,1644.97,1646.1,1644.51,1644.62,52.08409061
3/3/2023 0:17,1644.51,1645.8,1644.49,1644.83,78.23247399
3/3/2023 0:18,1644.9,1645.9,1644.71,1645.2,82.50149284
3/3/2023 0:19,1645.22,1645.86,1644.72,1645.86,62.49718822
3/3/2023 0:20,1645.85,1646.77,1645.44,1646.26,104.0826075
3/3/2023 0:21,1646.48,1646.62,1645.6,1645.66,43.18276149
3/3/2023 0:22,1645.65,1646.6,1645.28,1645.84,70.32215387
3/3/2023 0:23,1645.86,1646.4,1645.51,1646.17,55.62917457
3/3/2023 0:24,1646.17,1646.2,1645.91,1645.91,32.87261181
3/3/2023 0:25,1645.91,1646.3,1645.53,1646.3,35.80665725
3/3/2023 0:26,1645.85,1646.06,1644.51,1646.06,92.80714601
3/3/2023 0:27,1644.62,1646.07,1643.84,1643.97,45.71905328
3/3/2023 0:28,1643.98,1645.1,1643.72,1644.66,97.27826907
3/3/2023 0:29,1644.68,1645.3,1643,1643.63,96.81447729
3/3/2023 0:30,1643.62,1644.7,1643.56,1644.47,89.99449095
3/3/2023 0:31,1644.34,1644.9,1643.39,1643.73,42.74645335
3/3/2023 0:32,1643.73,1644.5,1643.56,1644.35,63.42612269
3/3/2023 0:33,1644.36,1645.4,1644.34,1645.18,61.16479245
3/3/2023 0:34,1645.17,1647.7,1645.12,1647.69,174.3144839
3/3/2023 0:35,1647.69,1648.2,1646.72,1646.89,152.0850703
3/3/2023 0:36,1646.91,1647.4,1645.5,1645.69,122.3855342
3/3/2023 0:37,1646.4,1646.4,1645.4,1646.03,80.41315174
3/3/2023 0:38,1646.05,1646.6,1645.71,1646.12,55.68834343
3/3/2023 0:39,1646.17,1646.5,1642.52,1642.89,191.1957878
3/3/2023 0:40,1642.88,1644,1641.95,1643.81,261.8392814
3/3/2023 0:41,1643.84,1644.4,1642.53,1643.32,141.8967516
3/3/2023 0:42,1643.28,1643.28,1642.46,1642.7,60.21216231
3/3/2023 0:43,1642.71,1643.04,1641.97,1642.95,51.66743668
3/3/2023 0:44,1642.94,1643.1,1642.48,1643.01,96.69315235
3/3/2023 0:45,1643.01,1643.78,1642.96,1643.09,61.06710452
3/3/2023 0:46,1643.08,1644.89,1643.08,1644.68,92.07949825
3/3/2023 0:47,1644.67,1645.1,1644.5,1644.91,66.37747583
3/3/2023 0:48,1644.8,1645,1644.1,1644.52,85.08809354
3/3/2023 0:49,1644.54,1644.7,1643.63,1643.63,65.50936764
3/3/2023 0:50,1643.62,1644.63,1643.26,1643.43,89.64631414
3/3/2023 0:51,1643.44,1644.4,1643.44,1643.96,54.54390397
3/3/2023 0:52,1643.97,1644.4,1643.72,1644.28,52.86931667
3/3/2023 0:53,1644.28,1644.8,1643.77,1643.8,126.1956847
3/3/2023 0:54,1643.77,1644.8,1643.77,1644.59,64.8720866
3/3/2023 0:55,1644.58,1644.6,1643.3,1643.3,49.12288349
3/3/2023 0:56,1643.3,1644.3,1642.85,1643.79,61.99222951
3/3/2023 0:57,1644.1,1644.9,1643.76,1644.8,75.20213753
3/3/2023 0:58,1644.75,1644.79,1643.16,1643.32,81.93867566
3/3/2023 0:59,1643.32,1644.01,1642.8,1643.02,50.81269574
3/3/2023 1:00,1643.3,1644.02,1642.89,1643.46,78.75774954
3/3/2023 1:01,1643.45,1644,1642.54,1642.55,66.60026559
3/3/2023 1:02,1643.9,1643.9,1642.54,1643.7,55.31818797
3/3/2023 1:03,1642.55,1643.7,1642.06,1643.3,193.5081367
3/3/2023 1:04,1643.26,1643.8,1642.89,1643.17,67.69728713
3/3/2023 1:05,1643.17,1643.5,1642.25,1642.25,76.91423725
3/3/2023 1:06,1642.25,1643.4,1641.24,1641.52,58.88417263
3/3/2023 1:07,1641.52,1642.6,1641.49,1642.19,63.72350396
3/3/2023 1:08,1642.19,1642.4,1641.41,1642.4,66.29016106
3/3/2023 1:09,1641.85,1642.4,1641.33,1641.84,75.99758606
3/3/2023 1:10,1641.88,1642.4,1641.7,1642,68.73317454
3/3/2023 1:11,1642.01,1642.4,1641.4,1641.69,70.3280505
3/3/2023 1:12,1641.69,1643.2,1641.69,1642.99,129.6004964
3/3/2023 1:13,1642.98,1643.43,1642.74,1643.04,59.19753749
3/3/2023 1:14,1643.05,1643.4,1641.99,1642.11,90.99520889
3/3/2023 1:15,1642.12,1642.6,1642.12,1642.26,57.50319853
3/3/2023 1:16,1642.26,1642.9,1641.44,1641.54,51.31430334
3/3/2023 1:17,1641.55,1642.3,1640.56,1640.62,85.45611547
3/3/2023 1:18,1640.64,1642,1630.4,1632.51,1223.130539
3/3/2023 1:19,1632.52,1633.47,1625.01,1628.05,1506.684457
3/3/2023 1:20,1627.9,1628.01,1611.75,1615.47,3563.721122
3/3/2023 1:21,1615.48,1617.5,1610,1613.92,1644.335262
3/3/2023 1:22,1613.93,1614.57,1602,1607.14,2173.131117
3/3/2023 1:23,1607.14,1611.7,1604.32,1609.97,1140.506874
3/3/2023 1:24,1609.98,1611.89,1607.7,1611.1,1369.651049
3/3/2023 1:25,1610.93,1611.38,1608.4,1608.51,633.2617574
3/3/2023 1:26,1608.51,1609.17,1606.2,1607.88,866.1550049
3/3/2023 1:27,1607.88,1608.8,1605.18,1605.64,652.8519982
3/3/2023 1:28,1605.67,1605.85,1599.07,1601.1,2432.072277
3/3/2023 1:29,1601.09,1605.3,1598.5,1600.78,2152.192006
3/3/2023 1:30,1600.63,1600.63,1590.2,1594.41,4145.889903
3/3/2023 1:31,1594.2,1594.2,1569.5,1569.5,5504.534407
3/3/2023 1:32,1574.98,1576.2,1529.9,1558.2,12649.41606
3/3/2023 1:33,1568.35,1576.49,1557.6,1566.34,3916.689006
3/3/2023 1:34,1566.12,1574.33,1559.6,1570.9,2955.307006
3/3/2023 1:35,1569.8,1576.2,1566.41,1571,2950.021112
3/3/2023 1:36,1574.53,1577.1,1557.5,1559.27,2178.618767
3/3/2023 1:37,1562.6,1569.97,1555.66,1568.41,3288.337663
3/3/2023 1:38,1568,1573.5,1562.5,1572.65,1581.260142
3/3/2023 1:39,1569.79,1573.75,1565.41,1567.64,900.4579911
3/3/2023 1:40,1571.24,1572.51,1563.9,1564.5,988.2544958
3/3/2023 1:41,1569.34,1569.51,1560.3,1565.52,818.1783011
3/3/2023 1:42,1565.86,1565.97,1550.2,1557.59,1586.967777
3/3/2023 1:43,1557.29,1563.79,1554.2,1560.5,1242.73768
3/3/2023 1:44,1560.91,1561.89,1556.4,1560.34,498.7743983
3/3/2023 1:45,1560.35,1563.6,1557.8,1562.34,997.71969
3/3/2023 1:46,1562.1,1562.57,1556.9,1559.03,817.6478083
3/3/2023 1:47,1558.95,1560.8,1555.6,1558.88,874.4453866
3/3/2023 1:48,1558.89,1563.29,1554.1,1562.67,1026.897106
3/3/2023 1:49,1562.67,1567.44,1558.9,1560.3,779.3993484
3/3/2023 1:50,1560.3,1563.8,1556.78,1561.14,545.4001169
3/3/2023 1:51,1561.2,1562,1556.9,1561.3,561.1092775
3/3/2023 1:52,1561.29,1561.8,1552.7,1559.5,549.3923644
3/3/2023 1:53,1559.07,1559.48,1549.5,1554.4,627.3032376
3/3/2023 1:54,1558.84,1561.19,1554.8,1558.42,527.5272408
3/3/2023 1:55,1558.51,1558.69,1551.1,1556.67,546.3888315
3/3/2023 1:56,1556.57,1557.55,1551.5,1554.1,868.3204315
3/3/2023 1:57,1554.1,1556.82,1544.6,1550.2,2246.881675
3/3/2023 1:58,1555.55,1560.74,1549.6,1559.1,673.0685269
3/3/2023 1:59,1559.1,1561.2,1554.1,1554.1,543.5187955
3/3/2023 2:00,1557.9,1560,1549.9,1557.5,1421.923708
3/3/2023 2:01,1555.6,1560,1554.6,1559.54,881.1326925
3/3/2023 2:02,1559.18,1562.26,1555.95,1561.25,1026.387968
3/3/2023 2:03,1560.93,1562.91,1557.74,1560.7,2249.052805
3/3/2023 2:04,1560.8,1564.1,1559.4,1564,1285.073872
3/3/2023 2:05,1563.9,1565.2,1561.9,1563.43,421.7302403
3/3/2023 2:06,1563.43,1564.42,1561,1564.32,505.4288885
3/3/2023 2:07,1564.24,1566.64,1562.8,1564.23,712.1154791
3/3/2023 2:08,1564.16,1565.01,1561.7,1562.46,667.9585917
3/3/2023 2:09,1562.48,1563.58,1561.1,1562.77,481.4563322
3/3/2023 2:10,1562.69,1563.01,1560.6,1561.55,359.2279352
3/3/2023 2:11,1561,1563.4,1560.2,1562.31,137.8166492
3/3/2023 2:12,1562.48,1563.5,1561.2,1563.44,133.4778103
3/3/2023 2:13,1563.5,1565.7,1561.8,1564.99,389.5403366
3/3/2023 2:14,1564.97,1565.2,1563.7,1564.7,174.1525299
3/3/2023 2:15,1564.7,1566.4,1563.1,1566.09,293.8033189
3/3/2023 2:16,1566.25,1566.96,1564.8,1565.7,253.8956799
3/3/2023 2:17,1565.71,1567.17,1564.7,1566.55,401.6775004
3/3/2023 2:18,1566.39,1568.2,1565.5,1566.4,254.386938
3/3/2023 2:19,1566.5,1569.8,1566.5,1568.6,268.1270577
3/3/2023 2:20,1569.62,1570.1,1567.11,1569.53,642.0800522
3/3/2023 2:21,1569.7,1572.26,1568.5,1569.55,618.4199891
3/3/2023 2:22,1569.37,1570.01,1566.9,1567.49,657.4555313
3/3/2023 2:23,1567.57,1568.8,1566.8,1567.94,391.3498998
3/3/2023 2:24,1567.96,1568.1,1566.8,1566.8,349.7939566
3/3/2023 2:25,1567.02,1568.08,1566.5,1567.9,430.8202847
3/3/2023 2:26,1567.72,1570.29,1567,1569.4,436.2074702
3/3/2023 2:27,1569.39,1570.2,1567.3,1569.91,307.2009119
3/3/2023 2:28,1569.91,1571.13,1568.8,1569.4,181.7220865
3/3/2023 2:29,1570.24,1570.86,1569.1,1570.37,250.6393126
3/3/2023 2:30,1570.45,1570.8,1567,1567,637.815996
3/3/2023 2:31,1567.39,1567.89,1565.33,1565.87,297.499468
3/3/2023 2:32,1565.84,1567.14,1565.2,1566.19,274.9478399
3/3/2023 2:33,1566.18,1566.18,1563.33,1564.1,770.4268057
3/3/2023 2:34,1564.1,1567.1,1563.17,1565.41,569.2555631
3/3/2023 2:35,1565.44,1565.6,1563.9,1564.69,518.6514284
3/3/2023 2:36,1564.81,1566.5,1564.2,1566.12,376.3340637
